exercise_name,variation_name,difficulty_level,target_muscle_group,prime_mover_muscle,secondary_muscle,tertiary_muscle,primary_equipment,num_primary_items,secondary_equipment,num_secondary_items,posture,single_or_double_arm,continuous_or_alternating_arms,grip,load_position_ending,continuous_or_alternating_legs,foot_elevation,combination_exercises,movement_pattern_1,movement_pattern_2,movement_pattern_3,plane_of_motion_1,plane_of_motion_2,plane_of_motion_3,body_region,force_type,mechanics,laterality,primary_exercise_classification,time_or_reps,num_sets,time_per_set,rest_time,total_time_seconds,num_reps_per_set,URL
Dumbbell Goblet Step Up,4 sets of 45 seconds per set with 90 seconds rest,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Dumbbell,1,Plyo Box,1,Standing,Double Arm,Continuous,Goblet,Front Rack,Continuous,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,time,4.0,45.0,90.0,450.0,,https://youtu.be/3yPRuUPeiQU?si=7XSRn2zzSxJl4SV2
Dumbbell Goblet Alternating Step Up,3 sets of 10 reps with 60s rest,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Dumbbell,1,Plyo Box,1,Standing,Double Arm,Continuous,Goblet,Front Rack,Alternating,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,rep,3.0,30.0,60.0,270.0,10.0,https://youtu.be/gcP-jawjJ0s?si=kFE3ztEzT7nJwF3I
Dumbbell Goblet Alternating Step Up,4 sets of 12 reps with 90s rest,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Dumbbell,1,Plyo Box,1,Standing,Double Arm,Continuous,Goblet,Front Rack,Alternating,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,rep,4.0,36.0,90.0,504.0,12.0,https://youtu.be/gcP-jawjJ0s?si=kFE3ztEzT7nJwF3I
Dumbbell Goblet Alternating Step Up,3 sets of 8 reps with 45s rest,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Dumbbell,1,Plyo Box,1,Standing,Double Arm,Continuous,Goblet,Front Rack,Alternating,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,rep,3.0,24.0,45.0,207.0,8.0,https://youtu.be/gcP-jawjJ0s?si=kFE3ztEzT7nJwF3I
Dumbbell Goblet Alternating Step Up,3 sets of 40 seconds work with 60s rest,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Dumbbell,1,Plyo Box,1,Standing,Double Arm,Continuous,Goblet,Front Rack,Alternating,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,time,3.0,40.0,60.0,300.0,,https://youtu.be/gcP-jawjJ0s?si=kFE3ztEzT7nJwF3I
Dumbbell Goblet Alternating Step Up,4 sets of 30 seconds work with 45s rest,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Dumbbell,1,Plyo Box,1,Standing,Double Arm,Continuous,Goblet,Front Rack,Alternating,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,time,4.0,30.0,45.0,300.0,,https://youtu.be/gcP-jawjJ0s?si=kFE3ztEzT7nJwF3I
Tire Russian Step Up,"3 sets of 12 reps, 60s rest",Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Iliopsoas,Tire,1,,0,Single Leg Standing Bent Knee,No Arms,Continuous,No Grip,No Load,Continuous,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Balance,rep,3.0,36.0,60.0,228.0,12.0,
Tire Russian Step Up,"4 sets of 15 reps, 90s rest",Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Iliopsoas,Tire,1,,0,Single Leg Standing Bent Knee,No Arms,Continuous,No Grip,No Load,Continuous,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Balance,rep,4.0,45.0,90.0,450.0,15.0,
Tire Russian Step Up,"3 sets of 8 reps, 30s rest",Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Iliopsoas,Tire,1,,0,Single Leg Standing Bent Knee,No Arms,Continuous,No Grip,No Load,Continuous,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Balance,rep,3.0,24.0,30.0,132.0,8.0,
Tire Russian Step Up,"3 sets of 30 seconds continuous effort, 30s rest",Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Iliopsoas,Tire,1,,0,Single Leg Standing Bent Knee,No Arms,Continuous,No Grip,No Load,Continuous,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Balance,time,3.0,30.0,30.0,150.0,,
Tire Russian Step Up,"4 sets of 45 seconds continuous effort, 45s rest",Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Iliopsoas,Tire,1,,0,Single Leg Standing Bent Knee,No Arms,Continuous,No Grip,No Load,Continuous,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Balance,time,4.0,45.0,45.0,315.0,,
Tire Alternating Russian Step Up,3 sets of 8 reps with 60 seconds rest,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Iliopsoas,Tire,1,,0,Single Leg Standing Bent Knee,No Arms,Continuous,No Grip,No Load,Alternating,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Balance,rep,3.0,32.0,60.0,216.0,8.0,
Tire Alternating Russian Step Up,4 sets of 10 reps with 90 seconds rest,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Iliopsoas,Tire,1,,0,Single Leg Standing Bent Knee,No Arms,Continuous,No Grip,No Load,Alternating,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Balance,rep,4.0,40.0,90.0,430.0,10.0,
Tire Alternating Russian Step Up,5 sets of 12 reps with 60 seconds rest,Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Iliopsoas,Tire,1,,0,Single Leg Standing Bent Knee,No Arms,Continuous,No Grip,No Load,Alternating,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Balance,rep,5.0,48.0,60.0,480.0,12.0,
Dumbbell Crush Grip Seated Good Morning,3 sets of 10 reps with 60s rest,Novice,Back,Erector Spinae,Biceps Femoris,Gluteus Maximus,Dumbbell,1,Bench (Flat),1,Seated,Double Arm,Continuous,Crush Grip,Low Hold,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Unsorted*,Unsorted*,Compound,Bilateral,Bodybuilding,rep,3.0,35.0,60.0,225.0,10.0,
Dumbbell Crush Grip Seated Good Morning,4 sets of 8 reps with 90s rest,Novice,Back,Erector Spinae,Biceps Femoris,Gluteus Maximus,Dumbbell,1,Bench (Flat),1,Seated,Double Arm,Continuous,Crush Grip,Low Hold,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Unsorted*,Unsorted*,Compound,Bilateral,Bodybuilding,rep,4.0,28.0,90.0,382.0,8.0,
Dumbbell Crush Grip Seated Good Morning,2 sets of 15 reps with 45s rest,Novice,Back,Erector Spinae,Biceps Femoris,Gluteus Maximus,Dumbbell,1,Bench (Flat),1,Seated,Double Arm,Continuous,Crush Grip,Low Hold,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Unsorted*,Unsorted*,Compound,Bilateral,Bodybuilding,rep,2.0,52.5,45.0,150.0,15.0,
Dumbbell Crush Grip Seated Good Morning,3 sets of 40 seconds with 60s rest,Novice,Back,Erector Spinae,Biceps Femoris,Gluteus Maximus,Dumbbell,1,Bench (Flat),1,Seated,Double Arm,Continuous,Crush Grip,Low Hold,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Unsorted*,Unsorted*,Compound,Bilateral,Bodybuilding,time,3.0,40.0,60.0,240.0,,
Dumbbell Crush Grip Seated Good Morning,4 sets of 30 seconds with 45s rest,Novice,Back,Erector Spinae,Biceps Femoris,Gluteus Maximus,Dumbbell,1,Bench (Flat),1,Seated,Double Arm,Continuous,Crush Grip,Low Hold,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Unsorted*,Unsorted*,Compound,Bilateral,Bodybuilding,time,4.0,30.0,45.0,255.0,,
Trap Bar Bottoms Up Z Press,4 sets of 8 reps with 90 seconds rest,Advanced,Shoulders,Anterior Deltoids,Triceps Brachii,Rectus Abdominis,Trap Bar,1,,0,Seated Floor,Double Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Bilateral,Bodybuilding,rep,4.0,40.0,90.0,430.0,8.0,https://youtu.be/vKxoihlGR4A?feature=shared
Trap Bar Bottoms Up Z Press,5 sets of 12 reps with 120 seconds rest,Advanced,Shoulders,Anterior Deltoids,Triceps Brachii,Rectus Abdominis,Trap Bar,1,,0,Seated Floor,Double Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Bilateral,Bodybuilding,rep,5.0,60.0,120.0,780.0,12.0,https://youtu.be/vKxoihlGR4A?feature=shared
Trap Bar Bottoms Up Z Press,5 sets of 5 reps with 180 seconds rest,Advanced,Shoulders,Anterior Deltoids,Triceps Brachii,Rectus Abdominis,Trap Bar,1,,0,Seated Floor,Double Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Bilateral,Bodybuilding,rep,5.0,25.0,180.0,845.0,5.0,https://youtu.be/vKxoihlGR4A?feature=shared
Trap Bar Bottoms Up Z Press,3 sets of 10 reps with 60 seconds rest,Advanced,Shoulders,Anterior Deltoids,Triceps Brachii,Rectus Abdominis,Trap Bar,1,,0,Seated Floor,Double Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Bilateral,Bodybuilding,rep,3.0,50.0,60.0,270.0,10.0,https://youtu.be/vKxoihlGR4A?feature=shared
Trap Bar Bottoms Up Z Press,3 sets of 3 reps with 240 seconds rest,Advanced,Shoulders,Anterior Deltoids,Triceps Brachii,Rectus Abdominis,Trap Bar,1,,0,Seated Floor,Double Arm,Continuous,Bottoms Up,Overhead,Continuous,No Elevation,Single Exercise,Vertical Push,,,Sagittal Plane,,,Upper Body,Push,Compound,Bilateral,Bodybuilding,rep,3.0,15.0,240.0,525.0,3.0,https://youtu.be/vKxoihlGR4A?feature=shared
Kettlebell Horn Grip Step Up," 3 sets of 8 reps, 90s rest",Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Kettlebell,1,Plyo Box,1,Standing,Double Arm,Continuous,Horn Grip,Front Rack,Continuous,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,rep,3.0,32.0,90.0,276.0,8.0,https://youtu.be/ciJ8vZIyapM?si=F5Cq1A6IBA0ElWWo
Kettlebell Horn Grip Step Up," 4 sets of 10 reps, 2 min rest",Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Kettlebell,1,Plyo Box,1,Standing,Double Arm,Continuous,Horn Grip,Front Rack,Continuous,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,rep,4.0,40.0,120.0,520.0,10.0,https://youtu.be/ciJ8vZIyapM?si=F5Cq1A6IBA0ElWWo
Kettlebell Horn Grip Step Up," 3 sets of 12 reps, 60s rest",Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Kettlebell,1,Plyo Box,1,Standing,Double Arm,Continuous,Horn Grip,Front Rack,Continuous,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,rep,3.0,48.0,60.0,264.0,12.0,https://youtu.be/ciJ8vZIyapM?si=F5Cq1A6IBA0ElWWo
Kettlebell Horn Grip Step Up," 5 sets of 6 reps, 2.5 min rest",Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Kettlebell,1,Plyo Box,1,Standing,Double Arm,Continuous,Horn Grip,Front Rack,Continuous,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,rep,5.0,24.0,150.0,720.0,6.0,https://youtu.be/ciJ8vZIyapM?si=F5Cq1A6IBA0ElWWo
Kettlebell Horn Grip Alternating Step Up," 3 sets of 10 reps, 90 sec rest",Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Kettlebell,1,Plyo Box,1,Standing,Double Arm,Continuous,Horn Grip,Front Rack,Alternating,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,rep,3.0,40.0,90.0,300.0,10.0,https://youtu.be/moDnqcjmUnw?si=2L_tGgiIN_WKjnSh
Kettlebell Horn Grip Alternating Step Up," 4 sets of 6 reps, 120 sec rest",Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Kettlebell,1,Plyo Box,1,Standing,Double Arm,Continuous,Horn Grip,Front Rack,Alternating,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,rep,4.0,24.0,120.0,456.0,6.0,https://youtu.be/moDnqcjmUnw?si=2L_tGgiIN_WKjnSh
Kettlebell Horn Grip Alternating Step Up," 5 sets of 8 reps, 60 sec rest",Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Kettlebell,1,Plyo Box,1,Standing,Double Arm,Continuous,Horn Grip,Front Rack,Alternating,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,rep,5.0,32.0,60.0,400.0,8.0,https://youtu.be/moDnqcjmUnw?si=2L_tGgiIN_WKjnSh
Kettlebell Horn Grip Alternating Step Up," 3 sets of 15 reps, 30 sec rest",Novice,Quadriceps,Quadriceps Femoris,Gluteus Maximus,Biceps Femoris,Kettlebell,1,Plyo Box,1,Standing,Double Arm,Continuous,Horn Grip,Front Rack,Alternating,Foot Elevated (Front),Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Push,Compound,Unilateral,Bodybuilding,rep,3.0,45.0,30.0,195.0,15.0,https://youtu.be/moDnqcjmUnw?si=2L_tGgiIN_WKjnSh
Superband Assisted Reverse Nordic,3 sets of 8 reps with 90 seconds rest,Novice,Quadriceps,Quadriceps Femoris,,,Superband,1,,0,Tall Kneeling,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Unsorted*,Isolation,Bilateral,Unsorted*,rep,3.0,40.0,90.0,260.0,8.0,https://youtu.be/-yf6BI9d4Us?si=IWx35pgv9LwAYvdt
Superband Assisted Reverse Nordic,4 sets of 10 reps with 90 seconds rest,Novice,Quadriceps,Quadriceps Femoris,,,Superband,1,,0,Tall Kneeling,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Unsorted*,Isolation,Bilateral,Unsorted*,rep,4.0,50.0,90.0,470.0,10.0,https://youtu.be/-yf6BI9d4Us?si=IWx35pgv9LwAYvdt
Superband Assisted Reverse Nordic,3 sets of 6 reps with 120 seconds rest,Novice,Quadriceps,Quadriceps Femoris,,,Superband,1,,0,Tall Kneeling,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Unsorted*,Isolation,Bilateral,Unsorted*,rep,3.0,30.0,120.0,330.0,6.0,https://youtu.be/-yf6BI9d4Us?si=IWx35pgv9LwAYvdt
Superband Assisted Reverse Nordic,3 sets of 40 seconds work with 90 seconds rest,Novice,Quadriceps,Quadriceps Femoris,,,Superband,1,,0,Tall Kneeling,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Unsorted*,Isolation,Bilateral,Unsorted*,time,3.0,40.0,90.0,260.0,,https://youtu.be/-yf6BI9d4Us?si=IWx35pgv9LwAYvdt
Superband Assisted Reverse Nordic,4 sets of 30 seconds work with 60 seconds rest,Novice,Quadriceps,Quadriceps Femoris,,,Superband,1,,0,Tall Kneeling,Double Arm,Continuous,Pronated,No Load,Continuous,No Elevation,Single Exercise,Knee Dominant,,,Sagittal Plane,,,Lower Body,Unsorted*,Isolation,Bilateral,Unsorted*,time,4.0,30.0,60.0,270.0,,https://youtu.be/-yf6BI9d4Us?si=IWx35pgv9LwAYvdt
Single Arm Clubbell Mill to Reverse Mill,4 sets of 6 reps with 75 seconds rest,Advanced,Shoulders,Posterior Deltoids,Gluteus Maximus,Obliques,Clubbell,1,,0,Standing,Single Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Combo Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Ballistics,rep,4.0,24.0,75.0,396.0,6.0,
Single Arm Clubbell Mill to Reverse Mill,3 sets of 8 reps with 90 seconds rest,Advanced,Shoulders,Posterior Deltoids,Gluteus Maximus,Obliques,Clubbell,1,,0,Standing,Single Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Combo Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Ballistics,rep,3.0,32.0,90.0,366.0,8.0,
Single Arm Clubbell Mill to Reverse Mill,5 sets of 5 reps with 60 seconds rest,Advanced,Shoulders,Posterior Deltoids,Gluteus Maximus,Obliques,Clubbell,1,,0,Standing,Single Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Combo Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Ballistics,rep,5.0,20.0,60.0,400.0,5.0,
Single Arm Clubbell Mill to Reverse Mill,4 sets of 30 seconds work with 60 seconds rest,Advanced,Shoulders,Posterior Deltoids,Gluteus Maximus,Obliques,Clubbell,1,,0,Standing,Single Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Combo Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Ballistics,time,4.0,30.0,60.0,360.0,,
Single Arm Clubbell Mill to Reverse Mill,5 sets of 20 seconds work with 45 seconds rest,Advanced,Shoulders,Posterior Deltoids,Gluteus Maximus,Obliques,Clubbell,1,,0,Standing,Single Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Combo Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Ballistics,time,5.0,20.0,45.0,325.0,,
Single Arm Macebell Mill to Reverse Mill,3 sets of 8 reps per set with 90 seconds rest,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell,1,,0,Standing,Single Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Combo Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Ballistics,rep,3.0,40.0,90.0,300.0,8.0,
Single Arm Macebell Mill to Reverse Mill,4 sets of 5 reps per set with 120 seconds rest,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell,1,,0,Standing,Single Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Combo Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Ballistics,rep,4.0,25.0,120.0,460.0,5.0,
Single Arm Macebell Mill to Reverse Mill,3 sets of 12 reps per set with 60 seconds rest,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell,1,,0,Standing,Single Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Combo Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Ballistics,rep,3.0,60.0,60.0,300.0,12.0,
Single Arm Macebell Mill to Reverse Mill,5 sets of 10 reps per set with 45 seconds rest,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell,1,,0,Standing,Single Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Combo Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Ballistics,rep,5.0,50.0,45.0,430.0,10.0,
Single Arm Macebell Mill to Reverse Mill,3 sets of 6 reps per set with 120 seconds rest,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell,1,,0,Standing,Single Arm,Continuous,Neutral,Behind Back,Continuous,No Elevation,Combo Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Ballistics,rep,3.0,30.0,120.0,330.0,6.0,
Alternating Single Arm Macebell Mill,3 sets of 8 reps with 60 seconds rest,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell,1,,0,Standing,Single Arm,Alternating,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Ballistics,rep,3.0,28.0,60.0,264.0,8.0,
Alternating Single Arm Macebell Mill,4 sets of 12 reps with 45 seconds rest,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell,1,,0,Standing,Single Arm,Alternating,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Ballistics,rep,4.0,42.0,45.0,348.0,12.0,
Alternating Single Arm Macebell Mill,5 sets of 5 reps with 90 seconds rest,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell,1,,0,Standing,Single Arm,Alternating,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Ballistics,rep,5.0,17.5,90.0,538.0,5.0,
Alternating Single Arm Macebell Mill,3 sets of 30 seconds work with 60 seconds rest,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell,1,,0,Standing,Single Arm,Alternating,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Ballistics,time,3.0,30.0,60.0,270.0,,
Alternating Single Arm Macebell Mill,4 sets of 45 seconds work with 45 seconds rest,Advanced,Shoulders,Posterior Deltoids,Rectus Abdominis,,Macebell,1,,0,Standing,Single Arm,Alternating,Neutral,Behind Back,Continuous,No Elevation,Single Exercise,Rotational,,,Transverse Plane,,,Upper Body,Pull,Compound,Unilateral,Ballistics,time,4.0,45.0,45.0,360.0,,
Single Arm Dumbbell Hang Power Clean,4 sets of 4 reps with 120s rest,Intermediate,Glutes,Gluteus Maximus,,,Dumbbell,1,,0,Standing,Single Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Unilateral,Ballistics,rep,4.0,16.0,120.0,424.0,4.0,https://youtu.be/jIV6huBUy40?si=LI0qU1gmKWUNaN4X
Single Arm Dumbbell Hang Power Clean,5 sets of 3 reps with 90s rest,Intermediate,Glutes,Gluteus Maximus,,,Dumbbell,1,,0,Standing,Single Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Unilateral,Ballistics,rep,5.0,12.0,90.0,420.0,3.0,https://youtu.be/jIV6huBUy40?si=LI0qU1gmKWUNaN4X
Single Arm Dumbbell Hang Power Clean,3 sets of 8 reps with 60s rest,Intermediate,Glutes,Gluteus Maximus,,,Dumbbell,1,,0,Standing,Single Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Unilateral,Ballistics,rep,3.0,32.0,60.0,216.0,8.0,https://youtu.be/jIV6huBUy40?si=LI0qU1gmKWUNaN4X
Single Arm Dumbbell Hang Power Clean,4 sets of 30s work with 60s rest,Intermediate,Glutes,Gluteus Maximus,,,Dumbbell,1,,0,Standing,Single Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Unilateral,Ballistics,time,4.0,30.0,60.0,360.0,,https://youtu.be/jIV6huBUy40?si=LI0qU1gmKWUNaN4X
Single Arm Dumbbell Hang Power Clean,3 sets of 45s work with 90s rest,Intermediate,Glutes,Gluteus Maximus,,,Dumbbell,1,,0,Standing,Single Arm,Continuous,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Unilateral,Ballistics,time,3.0,45.0,90.0,315.0,,https://youtu.be/jIV6huBUy40?si=LI0qU1gmKWUNaN4X
Alternating Single Arm Dumbbell Hang Power Clean,4 sets of 6 reps with 2 minutes rest,Intermediate,Glutes,Gluteus Maximus,,,Dumbbell,1,,0,Standing,Single Arm,Alternating,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Unilateral,Ballistics,rep,4.0,18.0,120.0,432.0,6.0,https://youtu.be/-hApznQV1wg?feature=shared
Alternating Single Arm Dumbbell Hang Power Clean,5 sets of 5 reps with 1.5 minutes rest,Intermediate,Glutes,Gluteus Maximus,,,Dumbbell,1,,0,Standing,Single Arm,Alternating,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Unilateral,Ballistics,rep,5.0,15.0,90.0,435.0,5.0,https://youtu.be/-hApznQV1wg?feature=shared
Alternating Single Arm Dumbbell Hang Power Clean,3 sets of 8 reps with 3 minutes rest,Intermediate,Glutes,Gluteus Maximus,,,Dumbbell,1,,0,Standing,Single Arm,Alternating,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Unilateral,Ballistics,rep,3.0,24.0,180.0,432.0,8.0,https://youtu.be/-hApznQV1wg?feature=shared
Alternating Single Arm Dumbbell Hang Power Clean,4 sets of 30 seconds work with 2 minutes rest,Intermediate,Glutes,Gluteus Maximus,,,Dumbbell,1,,0,Standing,Single Arm,Alternating,Neutral,Front Rack,Continuous,No Elevation,Single Exercise,Hip Hinge,,,Sagittal Plane,,,Full Body,Unsorted*,Compound,Unilateral,Ballistics,time,4.0,30.0,120.0,480.0,,https://youtu.be/-hApznQV1wg?feature=shared
